title,description,ratings,sentiment,source,date_posted
Not well,Hi friends. Now we are discussing about Bajaj Dominar 400 . I ride this bike of my friend last week then now I'm writing a review. Bajaj Dominar 400 have 373.3CC Engine and it gives 20-30Kmpl mileage. Looks are not well and this bikes only name for sports bike but it is not working like sports b...,1,,mouthshut,16-05-2017
Nice Bike in Lower Price,"It's available in ABS and Non ABS Breaks, Speed is too Good Engine Capacity is 373.3 cc

max power 34.50bhp@8000rpm Mileage 27kmpl With Self start function

Features are

split reverse lcd display

full led headlamp

big 320mm front disc brake

slipper clutch

beam type perimeter f...",4,,mouthshut,15-05-2017
Best racing bike with low price,It is a greet bike to bye in india with great features at this price .in this bike we get great comfort for long drive.this bike is come with MRF tyers by which it get great road grip. mileage of this bike is not good .the sound of this bike is very soft and very good . this bike is come with DT...,4,,mouthshut,14-05-2017
It is the beast on road,"BAJAJ has launched DOMINAR 400 as this bikes looks likes beast and pretty much powerful, it provides unique looks, and even its headlights, aircutters and body design all looks unique and has a perfect road grip, and has high road performance and can BEAT even KTM bikes as I have already had a r...",4,,mouthshut,13-05-2017
Dominar 400,"Hi,

Dominer 400 is 320 mm long bike if we think about the mileage then it is not ok, but if we discuss about the look, comfort, for long drive or for date this bike is very nice as compare to other bike at the same cost my personal experience while purchase this bike is very good because this...",4,,mouthshut,13-05-2017
Best Tourer and sport  Bike ever..!,Bajaj has done great on their latest model dominar 400. One of the best tourer motorcycle under 2 lakh. It comes with a great seating position.It is also a naked sport. The most importance is its abs( anti braking system) perfect sport tourer bike. It also good in city's .and it have the best ha...,5,,mouthshut,11-05-2017
Good but expensive bike,"I wanna share my review on bajaj dominor 400, I bought this bike last weak but I unhappy used this bike because its not satisfy me.

Bajaj bikes mileage always good but dominor 400 mileage isn't good.

Bajaj dominor 400 is uncomfortable for me because in long drives I faced many problems.
...",1,,mouthshut,10-05-2017
Excellent bike,"If you wish to buy a new stylish and good performance bike then go for Bajaj Dominar 400, Bajaj Automobile have recently launched this new bike its already dominate the Indian Roads, its over all looks is excellent and mileage is also pretty decent and comfort also very good .This sporty looks b...",5,,mouthshut,07-05-2017
Bajaj dominar 400,Hi. friends today I am to write review on bajaj dominar 400.today I am use this for all day and I find it's mileage not 35 kmpl.this bike mileage someting around 28 to 30 kmpl. but friends it is very comfortable bike and it is very power full bike or this bike speed is 142 kmph .but according to...,4,,mouthshut,04-05-2017
Bajaj dominar 400 the beast and the power crusier,Bajaj dominar 400 the power crusier power of the bike is awesome and dominating the night it was has stance and design is good in its looks lika a leo stance inspired by leo and power also like a leo and it was has wide and low profile redial tyred that means road grip it was awesome and it was ...,5,,mouthshut,04-05-2017
Dominar 400 Bike is best bike for sport bike,"Dominar 400 bike is with ABS power system is very good system.

People are good feedback to this bike and special liquid are use in this bike because bike engine are reliable.

This bike is 90 second in 100 speed are approved.

BS-2 means bike front light are on.

In sports bike are domi...",4,,mouthshut,01-05-2017
Bajaj dominar 400 owsome,Hello gays this is bajan dominar 400 bike this bike first best positively is it's bajaj dominar 400 cc bike have a owsome look and this bike have 400 cc engine fully power full engine and is fully confertable bike and if you drive this bike in speed of 110 -120 even then you can handke this bike...,5,,mouthshut,28-04-2017
Slow pick up,"Hi viewers now we are see about bajaj dominar 400

1.This bike is 400 CC but its maximum speed is 150 some think and the bike is dis comfort

2.it give average mileage and it looks like bad infrastructure

3.it give bad road grip and that are not comfort

4.its not value for your money T...",2,,mouthshut,27-04-2017
King on the road,It is most powerful bike in this budget. It looks are really gorgeous and stunning. If u guys are planning a road trip then it is the best bike. The led indicator are one of its attractive features. The mileage is also fine since it's a sports bike. The bike is comfortable and easy to ride. Sure...,3,,mouthshut,26-04-2017
PRICE NOT AFFORDABLE,"I used this bike for last one month. And now I reached the results that this one was not satisfied with the price.

It's gets best only high HIGH CC and nice look.

But price is too upgraded and in my village it's not support for my local class road.

I am fan of BAJAJ bikes like pulsar is...",1,,mouthshut,22-04-2017
The domiantor,It's a very impressive try by the automobile company bajaj to launch a 400cc bike. the top speed of this is nothing compared to the ktm390 2017 model or even duke390 model. it's a bike with almost 30km/l's mileage. my personal opinion is that the Engine is the same as of the Bmw as now they have...,2,,mouthshut,22-04-2017
Racers ??? -- Buy Bajaj Dominar 400,"I Bought Best Bike Of 2017_ Bajaj Dominar 400.

My Bajaj Dominar Give 27-30 km/l Mileage. Which Is Too Good To See It's 400 CC. It's This Thing Is Really Good.

It's A Giant Bike Ever. It's Sportz Look, It's Firing, & AHO System Head Light Is Amazing.

In Every Vehicle We check Comfort+ Re...",4,,mouthshut,22-04-2017
Dominar 400,400 cc bike with in 1.5 lakhs is not possible but bajaj made it possible. It's a Bike with high performance . With the help of Abs this bike makes turns more easier at a high speed. Top speed is over 170 which is good enough. Mileage is too low. Comes with a stunning look as well as performance ...,3,,mouthshut,21-04-2017
Engineered to Dominate The Night.,"To ride in friendly daylight any bike will do.

To trame the sinister night, the Dominar 400 was born.

Style and look

The Dominar 400 is engineered to dominate the night.

For he who dominates the night, rules the day.

Mileage

As 400 cc bike we didn't thing about mileage but domi...",5,,mouthshut,19-04-2017
The best bike ever made,Bajaj dominar is one of the most affordable and fantastic bike that has ever made by any motorcycle company it comes with great features and I like it's console and it also has some lights on it's fuel tank with really gives it a cool look and it's exhaust sound it fantastic it's average is also...,5,,mouthshut,17-04-2017
Very stylish & very comfortable bike !,Very stylish and good looking bike.i always like heavy bikes like bajaj Dominar.such type of bikes are very comfortable to ride.and also very easy to control.this bike has lots of unique quality. if someone wants its performence and wants its hidden features than just ride it on highway.you got ...,5,,mouthshut,16-04-2017
Dominate disappoints me,Domina's design is not attractive. Paint quality is substandard. ABS& dish break wire is quite outer. Mirrors is remain half covered by arms. Too small petrol tank. Vibration& irritating notice comes out from plastic part of tank at around 100km. 373cc engine& only 35 bhp power. Not good refined...,1,,mouthshut,16-04-2017
Best bike in 400cc,Bajaj Domjnator is a 400cc bike with best looks and awesome throttle power. It is one of the best bikes and will be the best to be parked in your parking area. The only disadvantage is that performance level where bajaj standard of performance is not as reliable as other companies in the market....,4,,mouthshut,16-04-2017
Bike for Ride Bajaj Dominar 400,"Hello Friends my name is kishor

actually bajaj dominar was my dream bike

if we talk about this bike with 373.3cc engine it's quite powerful

it's most of people's dream bike

talk about fuel bike mileage is 25-27kmpl

this bike seat is comfort to sit with less back pain on long trip...",5,,mouthshut,05-04-2017
Bajaj Dominar 400,"I have drive bajaj dominar today 24. mar 2017. It was a fantastic feeling with this bike. This bike having wonderful power, while accelerating you feel the power of 400 CC, really awesome under the 2 Lacs budget bike. Mostly I like alot break system, at very fast speed it's easy to control and a...",4,,mouthshut,24-03-2017
BAJAJ DOMINAR the dominating bike of the year,"The Bajaj Dominar 400 is the most talked aspect of the year as it contains powerful 373 CC engine capacity motor,which makes it powerful bike .it contains the spark technology -DTS-i, the single cylinder motor delivers 35PS at 8000rpm ,you can also cruise at 120 kmph in 6th gear at 6000 rpm at t...",3,,mouthshut,24-03-2017
No words,"The Bajaj Dominar 400 gets KTM 390 Duke's engine, although detuned

The Bajaj dominar is already on sale price started at Rs. 1.36 lakh

The Bajaj dominar 400 looks to attract Royal Enfield buyers

MAIN FEATURES:]

The 6 speed gire shifting is added in this bike,

27 kmpl engine millag...",4,,mouthshut,23-03-2017
This bike have a differnt look,"This bike is newAs far as I’m concerned, Bajaj changed the motorcycling landscape in India back in 2013, with the launch of the KTM 390 Duke. We did have the 200 Duke by then, but there were vehicles around that could be spoken of in the same breath. Once the 390 came out, it was unassailable, a...",4,,mouthshut,23-03-2017
Dominar 400 is same tiger power,"Bajaj bike company powerfull and strong bike company a new bike lunch

Bajaj Dominar 400 bike looking for bet men

Super speed raining and very very good controlling dominar 400. One liter full to 35km raining low price bike

Dominar bike dish barek and abs facility is very good ads sistam...",3,,mouthshut,21-03-2017
Bajaj dominar 400 is an excellent good bike,Bajaj dominar 400 is a sports bike with more power and displacement if this bike also high. Its main thing is its price is comfortable to the buyers as compared to other high powered bikes. The fuel efficiency of this bike will be comfortable. Reliability of this is also good. Its control and ha...,5,,mouthshut,19-03-2017
Bajaj Dominar 400 to  buy!!,"The product which you are seeing is very good product.

where the fuel consumption 100km/10li.

it is very comfortable while you are sitting on the bike you feel like riding it for rest of your life basically dying with the bike.and it only costs 1 lakh do not leave this bike because the han...",4,,mouthshut,18-03-2017
Bajaj dominar 400,"The dominar 400 its sports a host of features -a 373cc fuel injected engine with three spark plug liquid cooling, a twin spar frame, a rear disc brake and abs.its stand out feature is the led headlamps, which offers possibly the best illumination among indian motorcycle at the times of its launc...",4,,mouthshut,08-03-2017
Good,"The bike looks stylish

Pickup is very good and handling is good but and very well I like the bike specifications and speed is awesome bajaj dominar 400 is a very good bike for who want minimum specifications and and the bike fuel consumption is very good and it is very comfort handling and co...",3,,mouthshut,15-01-2017
Bad bike,The Bajaj Dominar 400 is the new flagship offering from Bajaj Auto and is has finally made its official debut in the premium motorcycle segment priced from Rs. 1.36 to 1.8 lac. The. . Bajaj Dominar 400 is that much awaited sports cruiser from the Pune based bike maker and has been officially tea...,1,,mouthshut,14-01-2017
Feel like a racer,"Bajaj is a popular brand in india.And bajaj dominar 400 is new model of bajaj. this is look heavy looking, its comfort is awesome and its realiability is good.its handling and control is quite good like any other heavy bikes, my opinion specifications are describes below for you.

Displacement...",3,,mouthshut,13-01-2017
"Bajaj Dominar 400,classic and with a great design","Bajaj is the known as one of the best selling bike in india.Nowadays this types of bikes are very popular and Dominor 400 is one of them, it a great look and a cool design.This bike is very comfortable 2 people can sit comfortably. This bike is different from any othe bike.It is affordable as co...",4,,mouthshut,12-01-2017
Best and good looking bike,Bajaj the word is so popular nowadays in every big person has a mostly name of Bajaj only because bajaj is a company which is so much popular and by the way it is so old company so a old pepole mostly have a good knowledge on vehicles of Bajaj.bajaj dominar 400is a bike which is a sports bike wh...,2,,mouthshut,12-01-2017
Good for youngsters,"My friend can buy bajaj dominar 400 bike from bajaj showroom.this bike is most dangerous in design and fabulous is style, it something looks like duke, so I will give 4/5 to the style and design of this bike.Every youngster has a dream to buy this bike.

This bike has very good fuel consumptio...",5,,mouthshut,12-01-2017
About bike,"This bike is awasum. it's engine is very powerful, it is 375 CC., it has defferent look . wich dominate outher bike. it is racer bike, 140km/h speed. it is also costly about 155000 Rs. It has speedometter is degital. electric start, and so more atractive function. Bajaj Dominar 400 is available ...",4,,mouthshut,11-01-2017
The one and only beast.,"I would like to say that this is One of my favourite bike awesome performance its look like super bike im already test ride bajaj dominoar.

its amazing power handing road grip its very much super especially head light looking very good 4 types of LED seating comfort better then other vehicle....",3,,mouthshut,11-01-2017
Bajaj Dominor is Super bike,"One of my favourite bike awesome performance its look like super bike im already test ride bajaj dominoar.

its amazing power handing road grip its very much super especially head light looking very good 4 types of LED seating comfort better then other vehicle. no back pain and fuel consumptio...",4,,mouthshut,10-01-2017
Great Bike,"Bajaj is one of my favorite branded bike ever. I really like all the bike's of Bajaj.

Recently My brother purchased a Bajaj Dominar 400 and believe me he is very much satisfied with the bike. He could drive it too smoothly and comfortably.

Its durability and quality is very good. The desig...",5,,mouthshut,10-01-2017
Wowwwww amazing Dominar 400,Wowwwwww.whatta bike yaar superb loooks amazing sport bike and new looks is superb I like this bike very smart stunning silancer and al the outer parts are in new looks really good and amzing deal. Running power js superb and alll the features is realy good and price js very low its afforable bi...,3,,mouthshut,09-01-2017
Superb bike,"Bajaj Dominar 400 is superb bike.

This bike good looking bike, I like this coloure, it gives27 km per litre. It is petrol bike.

It has very good and strong wheels.

It has the capacity of 13 litre fuel can be filled at a time.

Its engine is very reliable.it runs very well its speed al...",3,,mouthshut,08-01-2017
Waste of money,Its a full waste of money. If you are planning for a bike then this is the worst option. There's nothing good to be talk about this bike . I am saying this my friend bought this and I had a ride. And that was the worst ride of my life. Its silencer had a cheap and irritating voice. Seats aren't ...,1,,mouthshut,07-01-2017
Bajaj dominar - Acceptable bike in this price rang,"Bajaj launch its Bajaj Dominar 400 in end of year 2016 .This bike is mix of four features price, power, maintenance and practicality . Whatever you name the feature of bike in this price range you will get in this bike .This bike has ABS safety feature, digital display, 373 cc engine, 35 ps powe...",3,,mouthshut,05-01-2017
Bajaj dominar 400 is a fastest racing bike.,Bajaj literally pulled a rabbit out of the hat when it showcased the Pulsar VS400.  that much awaited sports cruiser from the Pune based bike . and will reveal performance figures around the same time as well. . who seek power with touring comfort. and derives its name from Spanish. In ex showro...,5,,mouthshut,04-01-2017
Bajar Dominor 400,"Bajaj Dominor 400 which dominates the road.It has got stylish and very attractive design, very smooth in handling.It has got led light.maximum 30kmpl.capacity of the fuel tank is 13 litres.It is so comfortable for highway riders.It has got stylish wheel.Its one of my favorite and I love this bik...",4,,mouthshut,02-01-2017
Bajaj Dominar 400,"Bajaj Dominar 400, the long awaited premium cruiser motorcycle from the home-grown two-wheeler manufacturer is finally set to be launched in India on 15th December. Bajaj Auto today released the first official teaser image of the bike, which will become the bike maker's flagship offering in Indi...",3,,mouthshut,02-01-2017
Bajaj Dominar 400 is a Racing Bike,The Bajaj Dominar 400 is an new version in the bajaj pulsar this edition is a very new and attractive in the bajaj dominar 400 its look very smart and it is an also a sport bike it is very fast bike and it is very much of fuel consumption bike. Now a days the youth are interested to buy this bik...,5,,mouthshut,01-01-2017
Bajaj dominar 400,Its just a copy of duke 390 bt its not as good as duke 390 there pick up is not that much they just copied the looks of duke 390bt can't copy there suspention there comfert there breaking system but still its not that much bad bt not as good as duke 390 bt there is also a lot of gap between ther...,1,,mouthshut,31-12-2016
Baja Dominar 400,Baja company launched a new bick in this year.The bike name is very unique name is Dominar 400( pulsar cs400) .The 400cc baja bike is finally here! Baja has officially launched the Dominar 400( pulsar cs400) in India for Rs 1.36 lakh ( ex- showroom Delhi) . The engin is mated to 6- speed gearbox...,5,,mouthshut,30-12-2016
Best Bike,Hello everyone. I m here to tell you about the bajaj dominor bike which is in 400cc frnds. it is really very nice bike and its pick up is so high because of this this bike is more marketably. its price is 152000 frnds plzz buy only this bike if you are.affordable to buy this bike. because it is ...,5,,mouthshut,15-08-2017
Bajaj dominar 400 sports version,This bike offers you a nice mileage and maintenance free and it has nice wheight so that no drifting while breaking with completely loaded features seating comfort is also nice and the look is very catchy .you will get a racing fell experience while driving,4,,mouthshut,14-08-2017
Really nice bike,"Bajaj Dominar 400 , hellow guys , I am giving my review to baja Dominar 400. is comes with the price of Rs 1, 41, 000( approx) in mumbai sex showroom and that bike is really nice & I enjoyed driving it. so thought you should kno about it too,

so firstly the comfort , comfort we must see in a ...",3,,mouthshut,13-08-2017
A beast at this price.,"As the name says, it dominates the road. Beautifuly built with quite a good quality of materials. It looks very huge but trust me, its so easy to ride and sneak in through the traffic. Electronics on this is on point and amazing. Exhaust note is quite decent. Performance of this bike for me as a...",4,,mouthshut,13-08-2017
My choice bike is bajaj dominar 400,"On 1st june I bought bajaj dominar 400cc.first time I swa this bike in nashik city.i really shocked.because this is really super bike.its look, its pickup, its seating style, its tyrs grip, its speed, its break controling these all things are owsam.but its milage is low.other voice all things ar...",5,,mouthshut,09-08-2017
Not Satisfied with this bike,I bough this bike last month it cost me 1.60000 INR.I am very disappointed the mileage of this bike is very less which is 35kmpl. Bike is very heavy and bulky it not much comfortable.Yesterday I went for a long ride and I found the road grip was average.frankly speaking I don't like this bike. I...,2,,mouthshut,08-08-2017
Very less functional..,"Bikes are one of the important things today. And we as customers need a full satisfaction when it comes for buying a bike.

So I would like to tell about Bajaj Dominar 400.

Does not provide much mileage. It can be better than others.

The provided seat is very uncomfortable at the same ti...",1,,mouthshut,07-08-2017
Specification and personal experience,"Hello every I am back here for new review with Bajaj Dominar 400 lets discuss about specification first

: this bike is 373.3cc bike with 35kmpl mileage and

number of gears is 6, full led, tubeless tyres .

top speed measure 150 kmph

fronts brakes twin channel ABS 320 Dia disc,

rear...",4,,mouthshut,06-08-2017
Bajaj Dominar 400 Beast Bike,Baja Dominar Is a 400 Cc Bike Which Offer Best Features Under 1.5 Lac. Fuel Capacity is 13 Liters With 6 Gear and Many More Features .So Buy this Because Baja Offer Good Features In Low Price.Baja Dominor Offers 27 Kmpl Milege Which is Prerty Good Nad Also Bike Was Heavy .So You Have A Great Exp...,4,,mouthshut,06-08-2017
Best sports bike at a reasonable price,Bajaj has introduced a very high cc hybrid bike which is bajaj dominar 400.this bike is actually 373cc .the most fantastic thing in this bike is that its headlamp.its totally led powered headlamp and the tail lamp is also the same.it comes with an fully digital speedometer and has the horse powe...,3,,mouthshut,04-08-2017
Bajaj Dominar 400,"Bajaj Dominar is a nice bike.I ever use this for lang drives with my friends, and enjoys a lot. It has very good pic up and gives super mileage. I every used this bike to go college and out side places. I has nice condition and perfect road grip. Even when I go dificult places its pass simply.th...",5,,mouthshut,04-08-2017
Bajaj dominar 400 bike powerful racing bike,Bajaj dominar 400 is a good bike with a lot of comfort and it gives good mileage .and it is very comfortble driving and it saves from sudden jerks by using this bike we can save our self from accidents.girls are easily attracted to this bike very much due to is gives stylish look we can use this...,5,,mouthshut,04-08-2017
Dominar 400 is young passion,Bajaj Dominar 400 is young passion bike to ride any where any situation. Now in markets are available many bike but my first choice is it because when I ride this bike I feel that I have passion for bike riding so in my view I suggest everybody who is planning to buy a stylist and comfortable bi...,5,,mouthshut,04-08-2017
Bajaj Dominar 400,This Bike have wonderful speed and very good pickup. The mileage of this bike is great and the best things is looks. The bike is very styles and the bike have 400 cc engine. The braking control in this bike very good. The seat is really comfortable both of rider and pillion. Road griping is also...,4,,mouthshut,04-08-2017
Decent bike,"This is a decent bike.not a really good bike.the main competition is rc 390 and it fails against it.

the bike is not as powerful or fast as rc and also it is a heavier bike with strange muscular built.this bike is good when not compared to others

The mileage 25kmpl which is expected from t...",3,,mouthshut,29-07-2017
Dream bike,I buy bajaj dominor for my brother beacause he used to go from a long way to village the bike is just awesome good engine and it is the best in 400 segment the riding posture of the bike is good the seats are good the headlamps works fine and I like the gear shifting in dominor it give touff com...,3,,mouthshut,27-07-2017
The best&safe street sport bike ever,"This bike can only be described as the unbelieveable.the bajaj dominar400 is really is a dream cometrue for every riders.The dominar400 reflect the qualities of the engineering which the bajaj has made into it.The bike itself is agressive, fuelefficient, powerful and safer motorcycle on road.I h...",3,,mouthshut,26-07-2017
Bajaj bike,"This bike is cheap as other company bikes and it has 400 cc engine which gives quick pickup. the structure and the body of the bike gives good look and impression and it gives 30 mileage. bajaj bikes are famous for nowadays because it is trusted by each and every one in India.

It is also know...",4,,mouthshut,24-07-2017
Awesome bike,The bike is the newly launched sports bike offered by bajaj auto Ltd in the last year.The engine of the bike is 373.3 cc powerful engine which comes with single exhaust cylinder.This bike has a great top speed of 160 kmph and a mileage of 35 kmpl in city.The bike can reach 0-100 kmph within 8 se...,5,,mouthshut,24-07-2017
Dynamic bick for raceing,Bajaj dominar 400 is good choice for youngster that is good looking bick or good handling and good balancing and powerfull bick and front and back side isso attracting and total sport bick and good porformence and dynamic looking esey to use goBajaj dominar 400 is good choice for youngster that ...,5,,mouthshut,07-07-2017
The new bike from Bajaj,"The Bajaj dominor gets a powerful 400cc engine that powers a maximum of 35bhp it weighs 180 kgs, it is available in three different colours:Midnight Blue, Twilight Plum, Moon White and it's available in India for 135000 onwards(ex-showroom Mumbai), The top speed of the Bajaj dominor is 148 kmph....",5,,mouthshut,24-12-2016
This bike is very nice,"Bajaj Dominar 400, the much-awaited 400cc motorcycle from the Pune-based bikemaker, finally went on sale in India on December 15, 2016. The bike is available in two variants – Disc brake & ABS which are priced at Rs 1.36 lakh and Rs 1.50 lakh ( ex-showroom, Delhi) respectively. At this price ran...",5,,mouthshut,23-12-2016
"Viral on bajaj dominar 400 ,A best bike u can get","While most of the people may question quality of bajaj bikes , I am truely a fan of bajaj.The production -spec pulsar cs 400 aka pulsar vs400 aka kratos 400 has been finally lunched as the dominar 400.Dominar is the spanish word for one who dominates.The dominar range is likely to see more bikes...",4,,mouthshut,23-12-2016
Dominar 400,"Dominar 400 be powered by a 373.3cc liquid-cooled, 4-valve triple-spark, fuel-injected mill mated to six-speed transmission. The engine is expected to pump in a power of 35bhp and 35Nm of peak torque. The motorcycle is also come with ABS as option, if not as standard.

Bajaj Auto is expected t...",5,,mouthshut,23-12-2016
No.1 bike,This is new launch bike.it is very expensive bike of the india.this made from matel and its graphics are very nice.it is 6 gear bike and its engine was373cc .I think the indian peoples are likes this bike.the most important part of this bike it is a very powerful bike in the bajaj.this is dtsi e...,5,,mouthshut,23-12-2016
Very nice bike with its awesome looking.,"BAJAJ DOMINAR373ccbike is very awesome of price 1, 52, 172rs . The price is very big but the looking of sprts bike also very good . Its displacemnt is 373cc which is very good at this rate. Its mileage is 27kmpl and which can be filled 13ltrs in the bike .

The bike is very comfortable this bi...",4,,mouthshut,22-12-2016
Bajaj Dominar 400 :-,"Here's everything you need to know about the specs and features Launched in a phenomenal price bracket of Rs 1.36 lakh to 1.50 lakh(ex-showroom, New Delhi), the Bajaj Dominar 400 is sure to become one of the most sought-after bikes in the near future. As we eagerly wait for the first booking num...",4,,mouthshut,22-12-2016
BEST BIKE OF BAJAJ,"This bike is awesome.This bike is the best bike of the BAJAJ.It comes with 373.3 cc engine.The enigne type is Triple Spark, 4-valve, Fuel Injected DTS-i engine with Liquid Cooling.It has double disc brakes(front and rear both).Dominar 400 has 6 speed gear.It has ABS(air brake system).This bike h...",3,,mouthshut,22-12-2016
Honest review,Dominar can be named as demon of bajaj as it posses 400cc engine single cylinder liquid cool its instrument cluster is beautiful they have provided with a small led cluster inn fuel tank which shows in which gear bike is on and speedometer its gives put 32 kmpl mileage which adequate and pricing...,5,,mouthshut,22-12-2016
New Monster from Bajaj - Dominar 400,"The Dominar 400 has been launched to setup a benchmark for Bajaj in the cruising segment and has surely dominated its rivals in almost any aspect.

I would like to say to all my reviewers that this is such a perfect bike with a powerful engine of 400cc with a good fuel eficiency and it is very...",3,,mouthshut,22-12-2016
Best bick under 2 lakhs,"Bajaj Dominar 400,the much-awaited 400cc motorcycle from the pune -based bike maker,finally went on sale in India on December 15,2016.The bike is available in two variants - Disc brake and ABS which are priced at Rs-1.36lakh and Rs-1.50lakh(ex-showroom,Delhi)respectively.At this price range,the ...",4,,mouthshut,22-12-2016
Pulsar 400,"Hi this is indias no.1 sports bike, its very nice and very beautifull looking, 400 cc and top speed 162, and its 6 speed, sleeper clutch in this bike, single silender bike, its head light are led bulps and soo bright, its indicater are led, ur try this vehcal and enjoy the ride, very comfortable...",3,,mouthshut,21-12-2016
Baap of all 400 cc motorcycle,"Yes I don’t feel bad saying that this bike is a baap of all 400 cc bikes. As we know that it is one of the most awaited motorcycle of 2016 in india. All the pulsar lovers are waiting for this bike. Actually it has 373.27cc, single cylinder liquid-cooled engine. but the performance of the motorcy...",5,,mouthshut,21-12-2016
Bajaj Dominar 400 First Impression!!,"Bajaj has launched its topmost bike this month and this bike has left a great impression on me.

The bike looks great and has a Ducati Monster like look which is loved by everyone and the bike is really attractive!

The bike would be a bit less fuel economical because it has a heavy 400cc en...",4,,mouthshut,21-12-2016
BAJAJ Dominar 400 looks like a muscled bike.,"Bajaj has finally unveiled dominar 400 in india. It is available in two variants-non priced at 1.36 lakh and abs priced at 1.5 lakh. In first look it seems a power cruiser and muscled bike. Its features includes full led lights, 43mm telescopic forks, rear gas charged mono-shock, twin lcd displa...",3,,mouthshut,21-12-2016
Bajaj dominar 400,"The production-spec Pulsar CS400 aka Pulsar VS400 aka Kratos VS400 ( phew! ) has been finally launched as the Dominar 400.

The Dominar range is likely to see more bikes under its umbrella.

The Dominar 400 is the second new Bajaj bike to launch in 2016.

Its price range is1, 40, 000 ( may...",4,,mouthshut,21-12-2016
New Monster from Bajaj - Dominar 400,"Hi, I got a chance for a demo/test ride of this bike & giving you the honest review but as this is the newly launched bike, so can not guide you about the long run engine performance.Although what I got is -

>First impression is very good although some people say it does not seems a 400cc bik...",5,,mouthshut,21-12-2016
A powerfull racing bike,Hello! I would like to say to all my reviewers that this is such a perfect bike with a powerful engine of 400cc with a good fuel eficiency and it is very comfortable and it will be one of the best bikes for the race lovers and finally if we talk about it's look then it is a superbbb dashing bike...,5,,mouthshut,21-12-2016
Bajaj does the magic again ! Superb product !,The Bajaj dominar 400 is the most powerful machine ever manufactured by Bajaj. The bike was first showcased at the Auto Expo and it was named as CS400 which has finally changed to Dominar 400 for the production model. The bike featured with lightweight stamped swingram suspended on a nitrox fill...,4,,mouthshut,21-12-2016
Bajaj Dominar 400 is based on the Pulsar CS400,Bajaj Dominar 400 is based on the Pulsar CS400 concept which was showcased back in 2014 Auto Expo. The production model does feature some changes compared to the concept such as a regular front telescopic fork against the concept’s USD fork and split seats instead a single heavily contoured unit...,3,,mouthshut,20-12-2016
Bajaj Dominar 400,Bajaj has planned to launch powerful bikes at cheap cost for Indian consumers. Bajaj flagship new dominos 400 has built for long rides and long time race performance. Aggressively Priced Domineer 400 is liked since before its launch. Now it will be interesting to see how far Bajaj takes its sale...,3,,mouthshut,30-12-2016
Bajaj dominar 400 is very powerfull racing bike,"Bajaj dominar 400 is a very fast racing bike and good looking bike It is a sport bike nice look and nice color of bike bajaj dominar is a great bike from bajaj bajaj dominar is a new bike from bajaj

It has a sporty look it has powerfull 400 cubic capacity engine which very fast bajaj dominar ...",4,,mouthshut,29-12-2016
Must Bike,The 400cc Bajaj Bike is finally here! Bajaj has officially launched the Dominar 400(Pulsar CS400) in India for Rs 1.36 lakh(ex-showroom Delhi). The all-new Bajaj D400 generates maximum power of 35 PS @ 8000 rpm and maximum torque of 35 NM @ 6500 rpm. The engine is mated to a 6-speed gearbox and ...,4,,mouthshut,29-12-2016
Bajaj Dominar 400 Specifications,The Dominar 400 is the most powerful machine ever manufactured by Bajaj. The bike was first showcased at the Auto Expo and it was named as CS400 which has finally changed to Dominar 400 for the production model. The bike featured with lightweight stamped swingarm suspended on a Nitrox filled mon...,3,,mouthshut,29-12-2016
Baja Dominar 400 The Riders Bike,"Bajaj Dominar 400 is the bike for speed lover

Racing bike look is too catchy with 180 kg weight

Bike average is 20 to 25 kmpl on highway because of 180 kg weight and 373 cc engine

Sitting comfort is good feel good and comfortable and get enjoy to ride

Bike is very reliable and of cou...",4,,mouthshut,29-12-2016
BAJAJ DOMINOR A 400cc POWERPACK BIKE,"BAJAJ DOMINAR is most awaited bike of 2016 and it blooms the market with its launch.

This bike offers 373cc of engine which produce a pwer of 8000nm which is quite good.

This bike gives an average of 20 - 30 kmpl which is good according to its engine.

This is quite reliable bike, From t...",4,,mouthshut,28-12-2016
Maximum power,Bajaj has officially launched the dominar D400(pulsar 400) in india. the all new bajaj D400 generates maximum power of 35 PS @ 8000 rpm and maximum torque of 35NM @ 6500 rpm. the engine is mated to a 6 speed gearbox and the kerb weight of the bike is 182 kg. the company claimed top speed of the ...,5,,mouthshut,28-12-2016
Know batter about Bajaj Dominar 400,The dominar is Spanish word which means domination or to rule. Bajaj Dominor 400 bike is available in two variants 1. Disc brake ( 1.36 lakh) 2. ABS ( 1.50 lakh) ex-showroom price in delhi. its price similar of royal Enfield. looks wise so stunning. design is good and new thing racing meter upon...,3,,mouthshut,27-12-2016
Dominar: The Dark Knight,Hello friends had just launched few days ago and this bike is fully loaded with features it ex showroom price is 289000 rupees and this bike has four wheel cylinder engine which is power by 400cc. the light of the Bajaj dominar is bright white moonlight and the engine is air cooled it has a BS4 ...,5,,mouthshut,27-12-2016
Bike of the year 2017,"Hi frnds. the dominar 400 which was earlier speculated to be christened as the kratos will be powered by

373 cc, liquid cooled single cylinder, fuel-injected engine that should dish out 41 hp of power and 30 nm of torque.

according to the indian bike maker, the dominar moniker will carry f...",3,,mouthshut,27-12-2016
